instance	class	precision	recall	predicted class size	real class size
species	Desulfovibrio litoralis	1.00	0.99	2718004	2736174
species	Desulfotomaculum australicum	1.00	0.93	2674595	2872854
species	Asaccharobacter celatus	1.00	0.92	2659836	2880893
species	Caldanaerobius fijiensis	1.00	0.92	2548206	2753972
species	Succinivibrio dextrinosolvens	0.99	0.95	2540412	2664356
species	Papillibacter cinnamivorans	1.00	0.88	2534183	2888356
species	Clostridium proteolyticum	0.88	0.78	2481706	2814524
species	Soonwooa buanensis	1.00	0.74	2465327	3329138
species	Treponema porcinum	1.00	0.98	2462015	2506767
species	Salinicoccus alkaliphilus	1.00	0.98	2455829	2513181
species	Desulfomicrobium thermophilum	1.00	0.99	2446572	2483130
species	uncultured Herbaspirillum sp.	0.99	0.39	2444580	6135680
species	Parasporobacterium paucivorans	1.00	0.99	2424702	2440900
species	Brenneria alni	0.98	0.58	2420993	4099185
species	Thermoanaerobacter uzonensis	0.94	0.94	2411307	2406712
species	Treponema berlinense	1.00	0.94	2359724	2518929
species	Terrabacter carboxydivorans	1.00	0.24	2301074	9768506
species	Marinitoga hydrogenitolerans	1.00	0.99	2293054	2311198
species	Porphyromonas cangingivalis	1.00	0.95	2251402	2360990
species	Kingella potus	1.00	0.96	2242197	2324531
species	Mycoplasma agassizii	0.57	0.99	2204053	1274645
species	Thermodesulfovibrio hydrogeniphilus	0.92	0.94	2166634	2114333
species	Fervidobacterium gondwanense	1.00	0.99	2142048	2144384
species	Thermosyntropha lipolytica	1.00	0.96	2074983	2166976
species	Porphyromonas circumdentaria	1.00	1.00	2020350	2029652
species	Campylobacter helveticus	1.00	0.98	1790582	1820943
species	Thermomonas hydrothermalis	0.98	0.68	1684412	2439301
species	Alkalibacter saccharofermentans	1.00	0.69	1603289	2325618
species	Thermosipho atlanticus	1.00	0.96	1575474	1635388
species	Megasphaera paucivorans	1.00	0.44	1280490	2911302
species	Anaerosphaera aminiphila	1.00	0.53	1078253	2020910
species	Mycoplasma verecundum	0.96	0.99	892498	872080
species	Lysobacter concretionis	0.99	0.26	781334	3031737
species	Pedobacter luteus	0.85	0.16	774520	4027503
species	Lactobacillus paralimentarius	1.00	0.28	706573	2560775
species	Pseudogulbenkiania subflava	0.98	0.15	685499	4362870
species	Sporacetigenium mesophilum	1.00	0.21	618001	2976284
species	Nocardioides sp. NS/27	0.64	0.07	560599	5016797
species	Promicromonospora flava	0.99	0.11	535396	4843474
species	Lysobacter spongiicola	0.94	0.15	509217	3098414
species	Clostridium magnum	0.62	0.03	315021	6461802
species	Rhizobium sp. DCP1	0.35	0.01	266249	6316279
species	Actinomadura glauciflava	1.00	0.02	200536	9355715
species	unassigned	nan	nan	1591915016	1352005011
