binner	rank	precision	recall	predidcted_size	real_size
stoic_albattani_0	species	0.00	nan	4200	0
stoic_albattani_0	species	0.00	nan	4200	0
stoic_albattani_0	species	0.00	nan	4200	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	4050	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	0.00	nan	3900	0
stoic_albattani_0	species	1.00	0.00	3750	848095350
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3750	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3600	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3450	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3300	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3150	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	3000	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2850	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2700	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2550	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2400	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2250	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	2100	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1950	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1800	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1650	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1500	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1350	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1200	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	1050	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
stoic_albattani_0	species	0.00	nan	900	0
