binner	rank	precision	recall	predicted_size	real_size
stoic_albattani_0	family	0.00	nan	7950	0
stoic_albattani_0	family	0.00	nan	7200	0
stoic_albattani_0	family	0.00	nan	6000	0
stoic_albattani_0	family	0.00	nan	5250	0
stoic_albattani_0	family	0.00	nan	5100	0
stoic_albattani_0	family	0.00	nan	4950	0
stoic_albattani_0	family	0.00	nan	4800	0
stoic_albattani_0	family	0.00	nan	4500	0
stoic_albattani_0	family	0.00	nan	4350	0
stoic_albattani_0	family	0.00	nan	4200	0
stoic_albattani_0	family	0.00	nan	4200	0
stoic_albattani_0	family	0.00	nan	3450	0
stoic_albattani_0	family	0.00	nan	2850	0
stoic_albattani_0	family	0.00	nan	2700	0
stoic_albattani_0	family	0.00	nan	2700	0
stoic_albattani_0	family	0.00	nan	2250	0
stoic_albattani_0	family	0.00	nan	2100	0
stoic_albattani_0	family	0.00	nan	2100	0
stoic_albattani_0	family	0.00	nan	2100	0
stoic_albattani_0	family	0.00	nan	2100	0
stoic_albattani_0	family	0.00	nan	1800	0
stoic_albattani_0	family	0.00	nan	1650	0
stoic_albattani_0	family	0.00	nan	1500	0
stoic_albattani_0	family	0.00	nan	1500	0
stoic_albattani_0	family	0.00	nan	1500	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1200	0
stoic_albattani_0	family	0.00	nan	1050	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	900	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	750	0
stoic_albattani_0	family	0.00	nan	600	0
stoic_albattani_0	family	0.00	nan	600	0
stoic_albattani_0	family	0.00	nan	600	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	450	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	300	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	family	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	7071000	0
stoic_albattani_0	genus	0.00	nan	1211700	0
stoic_albattani_0	genus	0.00	nan	619200	0
stoic_albattani_0	genus	0.00	nan	589050	0
stoic_albattani_0	genus	1.00	0.01	573300	50509050
stoic_albattani_0	genus	0.00	nan	490500	0
stoic_albattani_0	genus	0.00	nan	463350	0
stoic_albattani_0	genus	0.00	nan	327150	0
stoic_albattani_0	genus	0.00	nan	315450	0
stoic_albattani_0	genus	0.00	nan	252750	0
stoic_albattani_0	genus	0.00	nan	250050	0
stoic_albattani_0	genus	0.96	0.00	194850	202044450
stoic_albattani_0	genus	0.00	nan	142950	0
stoic_albattani_0	genus	0.00	nan	103050	0
stoic_albattani_0	genus	0.00	nan	81300	0
stoic_albattani_0	genus	0.00	nan	79200	0
stoic_albattani_0	genus	0.00	nan	75750	0
stoic_albattani_0	genus	0.00	nan	74850	0
stoic_albattani_0	genus	0.00	nan	68850	0
stoic_albattani_0	genus	0.00	nan	67500	0
stoic_albattani_0	genus	0.00	nan	63900	0
stoic_albattani_0	genus	0.00	nan	63450	0
stoic_albattani_0	genus	0.00	nan	60600	0
stoic_albattani_0	genus	0.00	nan	58350	0
stoic_albattani_0	genus	0.00	nan	56400	0
stoic_albattani_0	genus	0.00	nan	54900	0
stoic_albattani_0	genus	0.00	nan	53550	0
stoic_albattani_0	genus	0.00	nan	47250	0
stoic_albattani_0	genus	0.00	nan	46200	0
stoic_albattani_0	genus	0.00	nan	44250	0
stoic_albattani_0	genus	0.00	nan	43350	0
stoic_albattani_0	genus	0.00	nan	42000	0
stoic_albattani_0	genus	0.00	nan	41250	0
stoic_albattani_0	genus	0.00	nan	39450	0
stoic_albattani_0	genus	0.00	nan	38250	0
stoic_albattani_0	genus	0.00	nan	35850	0
stoic_albattani_0	genus	0.00	nan	35100	0
stoic_albattani_0	genus	0.00	nan	34350	0
stoic_albattani_0	genus	0.00	nan	33750	0
stoic_albattani_0	genus	0.00	nan	31350	0
stoic_albattani_0	genus	0.00	nan	28800	0
stoic_albattani_0	genus	0.00	nan	26700	0
stoic_albattani_0	genus	0.00	nan	26550	0
stoic_albattani_0	genus	0.00	nan	25500	0
stoic_albattani_0	genus	0.00	nan	25050	0
stoic_albattani_0	genus	0.00	nan	23850	0
stoic_albattani_0	genus	0.00	nan	23550	0
stoic_albattani_0	genus	0.00	nan	23400	0
stoic_albattani_0	genus	0.00	nan	22950	0
stoic_albattani_0	genus	0.00	nan	22650	0
stoic_albattani_0	genus	0.00	nan	22500	0
stoic_albattani_0	genus	0.00	nan	22050	0
stoic_albattani_0	genus	0.00	nan	21900	0
stoic_albattani_0	genus	0.00	nan	19650	0
stoic_albattani_0	genus	0.00	nan	19500	0
stoic_albattani_0	genus	0.00	nan	18750	0
stoic_albattani_0	genus	0.00	nan	18750	0
stoic_albattani_0	genus	0.00	nan	18750	0
stoic_albattani_0	genus	0.00	nan	18300	0
stoic_albattani_0	genus	0.00	nan	18000	0
stoic_albattani_0	genus	0.00	nan	16050	0
stoic_albattani_0	genus	0.00	nan	14250	0
stoic_albattani_0	genus	0.00	nan	14100	0
stoic_albattani_0	genus	0.00	nan	13500	0
stoic_albattani_0	genus	0.00	nan	12900	0
stoic_albattani_0	genus	0.00	nan	12750	0
stoic_albattani_0	genus	0.00	nan	12750	0
stoic_albattani_0	genus	0.00	nan	12150	0
stoic_albattani_0	genus	0.00	nan	11550	0
stoic_albattani_0	genus	0.00	nan	10950	0
stoic_albattani_0	genus	0.00	nan	9750	0
stoic_albattani_0	genus	0.00	nan	9450	0
stoic_albattani_0	genus	0.00	nan	9300	0
stoic_albattani_0	genus	0.00	nan	9300	0
stoic_albattani_0	genus	0.00	nan	9150	0
stoic_albattani_0	genus	0.00	nan	9000	0
stoic_albattani_0	genus	0.00	nan	8850	0
stoic_albattani_0	genus	0.00	nan	8850	0
stoic_albattani_0	genus	0.00	nan	8700	0
stoic_albattani_0	genus	0.00	nan	8550	0
stoic_albattani_0	genus	0.00	nan	8550	0
stoic_albattani_0	genus	0.00	nan	8100	0
stoic_albattani_0	genus	0.00	nan	8100	0
stoic_albattani_0	genus	0.00	nan	8100	0
stoic_albattani_0	genus	0.00	nan	7950	0
stoic_albattani_0	genus	0.00	nan	7800	0
stoic_albattani_0	genus	0.00	nan	7800	0
stoic_albattani_0	genus	0.00	nan	7350	0
stoic_albattani_0	genus	0.00	nan	7050	0
stoic_albattani_0	genus	0.00	nan	6750	0
stoic_albattani_0	genus	0.00	nan	6750	0
stoic_albattani_0	genus	0.00	nan	6600	0
stoic_albattani_0	genus	0.00	nan	6450	0
stoic_albattani_0	genus	0.00	nan	6450	0
stoic_albattani_0	genus	0.00	nan	6300	0
stoic_albattani_0	genus	0.00	nan	6300	0
stoic_albattani_0	genus	0.00	nan	6300	0
stoic_albattani_0	genus	0.00	nan	6300	0
stoic_albattani_0	genus	0.00	nan	6000	0
stoic_albattani_0	genus	0.00	nan	5850	0
stoic_albattani_0	genus	0.00	nan	5850	0
stoic_albattani_0	genus	0.00	nan	5100	0
stoic_albattani_0	genus	0.00	nan	5100	0
stoic_albattani_0	genus	0.00	nan	4950	0
stoic_albattani_0	genus	0.00	nan	4500	0
stoic_albattani_0	genus	0.00	nan	4350	0
stoic_albattani_0	genus	0.00	nan	4350	0
stoic_albattani_0	genus	0.00	nan	4350	0
stoic_albattani_0	genus	0.00	nan	4200	0
stoic_albattani_0	genus	0.00	nan	4200	0
stoic_albattani_0	genus	0.00	nan	4200	0
stoic_albattani_0	genus	0.00	nan	4200	0
stoic_albattani_0	genus	0.00	nan	4200	0
stoic_albattani_0	genus	0.00	nan	4050	0
stoic_albattani_0	genus	0.00	nan	4050	0
stoic_albattani_0	genus	0.00	nan	3900	0
stoic_albattani_0	genus	0.00	nan	3750	0
stoic_albattani_0	genus	0.00	nan	3750	0
stoic_albattani_0	genus	0.00	nan	3750	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3600	0
stoic_albattani_0	genus	0.00	nan	3300	0
stoic_albattani_0	genus	0.00	nan	3150	0
stoic_albattani_0	genus	0.00	nan	3150	0
stoic_albattani_0	genus	0.00	nan	3000	0
stoic_albattani_0	genus	0.00	nan	3000	0
stoic_albattani_0	genus	0.00	nan	2700	0
stoic_albattani_0	genus	0.00	nan	2700	0
stoic_albattani_0	genus	0.00	nan	2700	0
stoic_albattani_0	genus	0.00	nan	2550	0
stoic_albattani_0	genus	0.00	nan	2550	0
stoic_albattani_0	genus	0.00	nan	2550	0
stoic_albattani_0	genus	0.00	nan	2550	0
stoic_albattani_0	genus	0.00	nan	2400	0
stoic_albattani_0	genus	0.00	nan	2400	0
stoic_albattani_0	genus	0.00	nan	2400	0
stoic_albattani_0	genus	0.00	nan	2250	0
stoic_albattani_0	genus	0.00	nan	2250	0
stoic_albattani_0	genus	0.00	nan	2250	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	2100	0
stoic_albattani_0	genus	0.00	nan	1950	0
stoic_albattani_0	genus	0.00	nan	1950	0
stoic_albattani_0	genus	0.00	nan	1950	0
stoic_albattani_0	genus	0.00	nan	1950	0
stoic_albattani_0	genus	0.00	nan	1800	0
stoic_albattani_0	genus	0.00	nan	1800	0
stoic_albattani_0	genus	0.00	nan	1800	0
stoic_albattani_0	genus	0.00	nan	1800	0
stoic_albattani_0	genus	0.00	nan	1800	0
stoic_albattani_0	genus	0.00	nan	1650	0
stoic_albattani_0	genus	0.00	nan	1650	0
stoic_albattani_0	genus	0.00	nan	1650	0
stoic_albattani_0	genus	0.00	nan	1650	0
stoic_albattani_0	genus	0.00	nan	1650	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1500	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1350	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1200	0
stoic_albattani_0	genus	0.00	nan	1050	0
stoic_albattani_0	genus	0.00	nan	1050	0
stoic_albattani_0	genus	0.00	nan	1050	0
stoic_albattani_0	genus	0.00	nan	1050	0
stoic_albattani_0	genus	0.00	nan	1050	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	900	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	750	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	600	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	450	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	300	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
stoic_albattani_0	genus	0.00	nan	150	0
