binner	rank	precision	recall	size
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.92	0.23	2030100
stoic_albattani_5	species	0.99	0.04	11756850
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.99	0.00	131876100
stoic_albattani_5	species	1.00	0.17	2733900
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.92	0.01	53814300
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.99	0.01	7455300
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.99	0.00	17193750
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.93	0.00	24502050
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
stoic_albattani_5	species	0.00	nan	0
