instance	class	precision	recall	predicted class size	real class size
species	Pilibacter termitis	0.99	0.99	2764355	2780066
species	Asaccharobacter celatus	0.99	0.95	2742395	2880893
species	Porphyrobacter sanguineus	1.00	0.92	2731587	2978214
species	Pseudogulbenkiania subflava	0.94	0.59	2730892	4362870
species	Selenihalanaerobacter shriftii	1.00	0.95	2688369	2837595
species	Eubacterium ruminantium	1.00	0.95	2681918	2834267
species	Desulfotomaculum australicum	1.00	0.91	2618130	2872854
species	Anaerovibrio lipolyticus	1.00	0.45	2608555	5824876
species	Lactobacillus paralimentarius	0.97	0.98	2595015	2560775
species	Caldanaerobius fijiensis	1.00	0.93	2570511	2753972
species	Succinivibrio dextrinosolvens	0.99	0.95	2544398	2664356
species	Alkalibacter saccharofermentans	0.92	0.99	2485942	2325618
species	Treponema porcinum	1.00	0.98	2470215	2506767
species	Desulfomicrobium thermophilum	1.00	0.99	2465056	2483130
species	Treponema berlinense	0.96	0.94	2462184	2518929
species	Salinicoccus alkaliphilus	1.00	0.97	2446506	2513181
species	Parasporobacterium paucivorans	1.00	0.98	2403697	2440900
species	Thermoanaerobacter uzonensis	1.00	0.99	2395812	2406712
species	Lactobacillus nagelii	0.99	0.94	2366118	2490428
species	Marinitoga hydrogenitolerans	1.00	1.00	2314033	2311198
species	Porphyromonas cangingivalis	0.99	0.97	2304293	2360990
species	Clostridium cavendishii	0.91	0.42	2303564	4980004
species	Kingella potus	1.00	0.98	2277107	2324531
species	Thermomonas hydrothermalis	0.97	0.87	2181121	2439301
species	Fervidobacterium gondwanense	0.98	0.98	2160877	2144384
species	Cetobacterium ceti	1.00	0.83	2126318	2553826
species	Thermosyntropha lipolytica	1.00	0.97	2102003	2166976
species	Thermodesulfovibrio hydrogeniphilus	1.00	0.98	2073293	2114333
species	Thermosipho atlanticus	0.80	1.00	2035207	1635388
species	Porphyromonas circumdentaria	1.00	1.00	2027059	2029652
species	uncultured Herbaspirillum sp.	0.94	0.31	2013008	6135680
species	Lysobacter concretionis	1.00	0.66	2003033	3031737
species	Anaerosphaera aminiphila	1.00	0.97	1960065	2020910
species	Campylobacter helveticus	0.99	0.98	1807225	1820943
species	Modestobacter sp. R-36506	1.00	0.18	1637842	9129044
species	Lactobacillus lindneri	0.99	0.95	1356874	1419850
species	Azotobacter beijerinckii	0.95	0.05	1326598	24889875
species	Mycoplasma agassizii	1.00	0.99	1260109	1274645
species	Caloramator proteoclasticus	1.00	0.45	1191435	2647357
species	Microbacterium sp. Bt 07	0.51	0.13	1012493	4016903
species	Mycoplasma testudineum	0.97	0.99	976590	953746
species	Mycoplasma verecundum	0.94	0.99	920385	872080
species	Clostridium magnum	0.67	0.08	816710	6461802
species	Brenneria alni	0.97	0.08	347103	4099185
species	Sphingomonas sanxanigenens	1.00	0.05	313077	6627040
species	Nocardia amikacinitolerans	0.28	0.00	300104	37438923
species	Marmoricola aurantiacus	1.00	0.03	104953	3819951
species	unassigned	nan	nan	1963481761	1352005011
